,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,star_point,blog_review_qty,blog_review_text
48838,샤이바나,양식,정통양식/경양식,서양식 음식점업,명동,37.56840963,126.9782375,샤이바나 양식 정통양식 경양식 서양식 음식점업,명동%20샤이바나,https://m.place.naver.com/restaurant/31076497,null,null,null
48853,연가,일식/수산물,음식점-일식,일식 음식점업,명동,37.5645188,126.9846974,연가 일식 수산물 음식점-일식 일식 음식점업,명동%20연가,https://m.place.naver.com/restaurant/21907623,null,null,null
48922,케이코쇼텐,한식,한식/백반/한정식,한식 음식점업,명동,37.56036894,126.9872551,케이코쇼텐 한식 한식 백반 한정식 한식 음식점업,명동%20케이코쇼텐,https://m.place.naver.com/restaurant/65140851,null,null,null
49106,서울다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56717125,126.9829974,서울다방 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20서울다방,https://m.place.naver.com/restaurant/37263960,null,null,null
49620,투썸플레이스명동역점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56019278,126.9856276,투썸플레이스명동역점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스명동역점,https://m.place.naver.com/restaurant/30961528,null,null,null
49998,카페베네,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56113945,126.985694,카페베네 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페베네,https://m.place.naver.com/restaurant/1643845095,null,null,null
50229,스타벅스을지로센타,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56694427,126.9848909,스타벅스을지로센타 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스을지로센타,https://m.place.naver.com/restaurant/31317957,null,null,null
50881,라화쿵부마라탕,중식,중국음식/중국집,중식 음식점업,명동,37.56335479,126.9834568,라화쿵부마라탕 중식 중국음식 중국집 중식 음식점업,명동%20라화쿵부마라탕,https://m.place.naver.com/restaurant/629293540,null,null,null
51048,옥키,한식,한식/백반/한정식,한식 음식점업,명동,37.56212395,126.9901743,옥키 한식 한식 백반 한정식 한식 음식점업,명동%20옥키,https://m.place.naver.com/restaurant/37272472,null,null,null
51265,직원식당,기타음식업,구내식당/자급식음식점,기관구내식당업,명동,37.56780657,126.9762309,직원식당 기타음식업 구내식당 자급식음식점 기관구내식당업,명동%20직원식당,https://m.place.naver.com/restaurant/1298936866,null,null,null
51461,명동사주카페샤프,커피점/카페,사주카페,비알콜 음료점업,명동,37.56108307,126.9833292,명동사주카페샤프 커피점 카페 사주카페 비알콜 음료점업,명동%20명동사주카페샤프,https://m.place.naver.com/restaurant/1128705244,null,null,null
51741,달인겉절이칼국수·보쌈,분식,국수/만두/칼국수,분식 및 김밥 전문점,명동,37.56563848,126.9881233,달인겉절이칼국수·보쌈 분식 국수 만두 칼국수 분식 및 김밥 전문점,명동%20달인겉절이칼국수·보쌈,https://m.place.naver.com/restaurant/38256956,null,null,null
52160,내림손삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.5646404,126.9852164,내림손삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20내림손삼계탕,https://m.place.naver.com/restaurant/11590682,null,null,null
52394,벤츠,유흥주점,룸살롱/단란주점,일반유흥 주점업,명동,37.56798401,126.9811186,벤츠 유흥주점 룸살롱 단란주점 일반유흥 주점업,명동%20벤츠,https://m.place.naver.com/restaurant/1297147465,null,null,null
52446,엔제리너스,한식,한식/백반/한정식,한식 음식점업,명동,37.56139358,126.9869583,엔제리너스 한식 한식 백반 한정식 한식 음식점업,명동%20엔제리너스,https://m.place.naver.com/restaurant/12785727,null,null,null
52582,뚝심한우,한식,갈비/삼겹살,한식 음식점업,명동,37.56330238,126.9857439,뚝심한우 한식 갈비 삼겹살 한식 음식점업,명동%20뚝심한우,https://m.place.naver.com/restaurant/1752326511,null,null,null
52810,행복전집,한식,한식/백반/한정식,한식 음식점업,명동,37.56783732,126.9808263,행복전집 한식 한식 백반 한정식 한식 음식점업,명동%20행복전집,https://m.place.naver.com/restaurant/1494314398,null,null,null
52897,바스버거,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.56809782,126.9796907,바스버거 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20바스버거,https://m.place.naver.com/restaurant/36383704,null,null,null
52936,커피디엔에이팩토리,한식,한식/백반/한정식,한식 음식점업,명동,37.56761415,126.9884022,커피디엔에이팩토리 한식 한식 백반 한정식 한식 음식점업,명동%20커피디엔에이팩토리,https://m.place.naver.com/restaurant/1255923335,null,null,null
53142,본죽,별식/퓨전요리,죽전문점,한식 음식점업,명동,37.56434124,126.9850054,본죽 별식 퓨전요리 죽전문점 한식 음식점업,명동%20본죽,https://m.place.naver.com/restaurant/11727079,null,null,null
53169,왕비집2호점,한식,한식/백반/한정식,한식 음식점업,명동,37.56440226,126.9847669,왕비집2호점 한식 한식 백반 한정식 한식 음식점업,명동%20왕비집2호점,https://m.place.naver.com/restaurant/19866576,null,null,null
53326,왕비집,한식,갈비/삼겹살,한식 음식점업,명동,37.56106587,126.9823786,왕비집 한식 갈비 삼겹살 한식 음식점업,명동%20왕비집,https://m.place.naver.com/restaurant/19866576,null,null,null
53529,을지황소곱창,한식,곱창/양구이전문,한식 음식점업,명동,37.56191383,126.9898376,을지황소곱창 한식 곱창 양구이전문 한식 음식점업,명동%20을지황소곱창,https://m.place.naver.com/restaurant/35228622,null,null,null
53531,커피베이한국관광공사서울센터점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56851986,126.9816094,커피베이한국관광공사서울센터점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피베이한국관광공사서울센터점,https://m.place.naver.com/restaurant/37454442,null,null,null
53566,커피광,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56437048,126.9884121,커피광 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피광,https://m.place.naver.com/restaurant/19982143,null,null,null
53574,가무,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56298658,126.9835976,가무 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20가무,https://m.place.naver.com/restaurant/19873009,null,null,null
53599,승승장구,한식,한식/백반/한정식,한식 음식점업,명동,37.55955172,126.9844253,승승장구 한식 한식 백반 한정식 한식 음식점업,명동%20승승장구,https://m.place.naver.com/restaurant/1677839042,null,null,null
53958,하남돼지집,한식,갈비/삼겹살,한식 음식점업,명동,37.56515184,126.9839191,하남돼지집 한식 갈비 삼겹살 한식 음식점업,명동%20하남돼지집,https://m.place.naver.com/restaurant/37720886,null,null,null
54310,보리밥,한식,보리밥전문,한식 음식점업,명동,37.56698417,126.98849,보리밥 한식 보리밥전문 한식 음식점업,명동%20보리밥,https://m.place.naver.com/restaurant/11731352,null,null,null
54332,유아히어명동본점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56488634,126.9844773,유아히어명동본점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20유아히어명동본점,https://m.place.naver.com/restaurant/779058538,null,null,null
54621,다락방,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56679211,126.9818706,다락방 분식 라면김밥분식 분식 및 김밥 전문점,명동%20다락방,https://m.place.naver.com/restaurant/20908119,null,null,null
54772,고기랑,한식,한식/백반/한정식,한식 음식점업,명동,37.56192912,126.9874151,고기랑 한식 한식 백반 한정식 한식 음식점업,명동%20고기랑,https://m.place.naver.com/restaurant/31575683,null,null,null
54836,맥주바켓,유흥주점,호프/맥주,기타 주점업,명동,37.56680753,126.9794819,맥주바켓 유흥주점 호프 맥주 기타 주점업,명동%20맥주바켓,https://m.place.naver.com/restaurant/1741332645,null,null,null
54849,식당진,한식,한식/백반/한정식,한식 음식점업,명동,37.56062371,126.9864933,식당진 한식 한식 백반 한정식 한식 음식점업,명동%20식당진,https://m.place.naver.com/restaurant/661220059,null,null,null
55080,일미집,한식,한식/백반/한정식,한식 음식점업,명동,37.55961624,126.9845942,일미집 한식 한식 백반 한정식 한식 음식점업,명동%20일미집,https://m.place.naver.com/restaurant/1796888009,null,null,null
55131,탐앤탐스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56340378,126.9828675,탐앤탐스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20탐앤탐스,https://m.place.naver.com/restaurant/37275206,null,null,null
55552,본죽&비빔밥명동2호점,별식/퓨전요리,죽전문점,한식 음식점업,명동,37.56434124,126.9850054,본죽&비빔밥명동2호점 별식 퓨전요리 죽전문점 한식 음식점업,명동%20본죽&비빔밥명동2호점,https://m.place.naver.com/restaurant/11727079,null,null,null
55592,가쯔야,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56785395,126.981709,가쯔야 분식 라면김밥분식 분식 및 김밥 전문점,명동%20가쯔야,https://m.place.naver.com/restaurant/18001921,null,null,null
55702,다동분식,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56682522,126.9815306,다동분식 분식 라면김밥분식 분식 및 김밥 전문점,명동%20다동분식,https://m.place.naver.com/restaurant/18001916,null,null,null
55730,모스버거명동중앙점,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.56537854,126.9840858,모스버거명동중앙점 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20모스버거명동중앙점,https://m.place.naver.com/restaurant/33831153,null,null,null
55813,일미집,한식,한식/백반/한정식,한식 음식점업,명동,37.55961683,126.9846621,일미집 한식 한식 백반 한정식 한식 음식점업,명동%20일미집,https://m.place.naver.com/restaurant/1796888009,null,null,null
56227,광화문양갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.5685611,126.9759602,광화문양갈비 한식 갈비 삼겹살 한식 음식점업,명동%20광화문양갈비,https://m.place.naver.com/restaurant/36166323,null,null,null
56535,1988,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56683973,126.988458,1988 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%201988,https://m.place.naver.com/restaurant/38582020,null,null,null
56758,우리가든,한식,한식/백반/한정식,한식 음식점업,명동,37.56114962,126.9858297,우리가든 한식 한식 백반 한정식 한식 음식점업,명동%20우리가든,https://m.place.naver.com/restaurant/20077011,null,null,null
57132,매일호프,유흥주점,호프/맥주,기타 주점업,명동,37.56661886,126.9889703,매일호프 유흥주점 호프 맥주 기타 주점업,명동%20매일호프,https://m.place.naver.com/restaurant/1274049100,null,null,null
57224,할리스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56845712,126.9795613,할리스커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20할리스커피,https://m.place.naver.com/restaurant/33811405,null,null,null
57631,아라마크시티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56850765,126.9801945,아라마크시티 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20아라마크시티,https://m.place.naver.com/restaurant/1275180057,null,null,null
57979,동해일식,일식/수산물,음식점-일식,일식 음식점업,명동,37.56733037,126.9795088,동해일식 일식 수산물 음식점-일식 일식 음식점업,명동%20동해일식,https://m.place.naver.com/restaurant/18687708,null,null,null
58116,목우촌웰빙마을명동점,양식,정통양식/경양식,서양식 음식점업,명동,37.56481173,126.9841841,목우촌웰빙마을명동점 양식 정통양식 경양식 서양식 음식점업,명동%20목우촌웰빙마을명동점,https://m.place.naver.com/restaurant/11604425,null,null,null
58237,맛진미,한식,한식/백반/한정식,한식 음식점업,명동,37.55960918,126.9848206,맛진미 한식 한식 백반 한정식 한식 음식점업,명동%20맛진미,https://m.place.naver.com/restaurant/18040656,null,null,null
58746,에슬로우커피,한식,한식/백반/한정식,한식 음식점업,명동,37.56713039,126.9803492,에슬로우커피 한식 한식 백반 한정식 한식 음식점업,명동%20에슬로우커피,https://m.place.naver.com/restaurant/1011896219,null,null,null
58873,낭만,유흥주점,룸살롱/단란주점,일반유흥 주점업,명동,37.56704898,126.9886929,낭만 유흥주점 룸살롱 단란주점 일반유흥 주점업,명동%20낭만,https://m.place.naver.com/restaurant/1194565227,null,null,null
58919,흑돈가,한식,한식/백반/한정식,한식 음식점업,명동,37.56471871,126.9838457,흑돈가 한식 한식 백반 한정식 한식 음식점업,명동%20흑돈가,https://m.place.naver.com/restaurant/36310547,null,null,null
58970,스타벅스명동길점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56205085,126.9858515,스타벅스명동길점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스명동길점,https://m.place.naver.com/restaurant/36193132,null,null,null
59151,더식당,한식,한식/백반/한정식,한식 음식점업,명동,37.56225515,126.9855091,더식당 한식 한식 백반 한정식 한식 음식점업,명동%20더식당,https://m.place.naver.com/restaurant/37036817,4.53,76,"[<span class=""WoYOw"">주차불가능</span>]"
59158,수원왕갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.56306317,126.9851699,수원왕갈비 한식 갈비 삼겹살 한식 음식점업,명동%20수원왕갈비,https://m.place.naver.com/restaurant/13574892,null,null,null
59182,이삭토스트,분식,스낵,분식 및 김밥 전문점,명동,37.56085881,126.9834454,이삭토스트 분식 스낵 분식 및 김밥 전문점,명동%20이삭토스트,https://m.place.naver.com/restaurant/1549210088,null,null,null
59382,토다이,양식,패밀리레스토랑,서양식 음식점업,명동,37.56340378,126.9828675,토다이 양식 패밀리레스토랑 서양식 음식점업,명동%20토다이,https://m.place.naver.com/restaurant/13146169,null,null,null
59440,남산왕돈까스,양식,돈가스전문점,서양식 음식점업,명동,37.56471871,126.9838457,남산왕돈까스 양식 돈가스전문점 서양식 음식점업,명동%20남산왕돈까스,https://m.place.naver.com/restaurant/20938292,null,null,null
60010,카렝,일식/수산물,음식점-일식,일식 음식점업,명동,37.56563848,126.9881233,카렝 일식 수산물 음식점-일식 일식 음식점업,명동%20카렝,https://m.place.naver.com/restaurant/1887648759,null,null,null
60228,이베떡달라붙는떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,명동,37.56225906,126.9838678,이베떡달라붙는떡볶이 분식 떡볶이전문 분식 및 김밥 전문점,명동%20이베떡달라붙는떡볶이,https://m.place.naver.com/restaurant/31130140,null,null,null
60388,명동솥뚜껑,한식,한식/백반/한정식,한식 음식점업,명동,37.56440041,126.9845519,명동솥뚜껑 한식 한식 백반 한정식 한식 음식점업,명동%20명동솥뚜껑,https://m.place.naver.com/restaurant/1219107497,null,null,null
60560,이영자삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56777784,126.9822873,이영자삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20이영자삼계탕,https://m.place.naver.com/restaurant/18002105,null,null,null
60632,또띠데,한식,한식/백반/한정식,한식 음식점업,명동,37.56563848,126.9881233,또띠데 한식 한식 백반 한정식 한식 음식점업,명동%20또띠데,https://m.place.naver.com/restaurant/38009221,null,null,null
60672,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56647389,126.9794525,투썸플레이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스,https://m.place.naver.com/restaurant/36948845,null,null,null
60798,갈매기집,한식,한식/백반/한정식,한식 음식점업,명동,37.56693304,126.9814951,갈매기집 한식 한식 백반 한정식 한식 음식점업,명동%20갈매기집,https://m.place.naver.com/restaurant/38521930,null,null,null
61766,맥도날드,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.5605445,126.9846155,맥도날드 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20맥도날드,https://m.place.naver.com/restaurant/18688435,null,null,null
62171,홍도참치,일식/수산물,참치전문점,일식 음식점업,명동,37.56745965,126.9830048,홍도참치 일식 수산물 참치전문점 일식 음식점업,명동%20홍도참치,https://m.place.naver.com/restaurant/18670123,null,null,null
62536,이구갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.56714088,126.978436,이구갈비 한식 갈비 삼겹살 한식 음식점업,명동%20이구갈비,https://m.place.naver.com/restaurant/1339985757,null,null,null
62714,을지곱창,한식,곱창/양구이전문,한식 음식점업,명동,37.56682501,126.988843,을지곱창 한식 곱창 양구이전문 한식 음식점업,명동%20을지곱창,https://m.place.naver.com/restaurant/35228622,null,null,null
63043,폴바셋,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56780657,126.9762309,폴바셋 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20폴바셋,https://m.place.naver.com/restaurant/33879733,null,null,null
63135,돈수백,한식,한식/백반/한정식,한식 음식점업,명동,37.56713039,126.9803492,돈수백 한식 한식 백반 한정식 한식 음식점업,명동%20돈수백,https://m.place.naver.com/restaurant/1065393425,null,null,null
63567,청솔,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56734789,126.9836289,청솔 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20청솔,https://m.place.naver.com/restaurant/20827180,null,null,null
63902,엔제리너스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56412263,126.983684,엔제리너스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20엔제리너스,https://m.place.naver.com/restaurant/12785727,null,null,null
63917,에이투지카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56840963,126.9782375,에이투지카페 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20에이투지카페,https://m.place.naver.com/restaurant/33948961,null,null,null
63990,남도미가,양식,정통양식/경양식,서양식 음식점업,명동,37.56821344,126.9816022,남도미가 양식 정통양식 경양식 서양식 음식점업,명동%20남도미가,https://m.place.naver.com/restaurant/1199815526,null,null,null
64006,세종간장게장,한식,한식/백반/한정식,한식 음식점업,명동,37.56143797,126.9879311,세종간장게장 한식 한식 백반 한정식 한식 음식점업,명동%20세종간장게장,https://m.place.naver.com/restaurant/21090789,null,null,null
64056,미정갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.56693612,126.9891925,미정갈비 한식 갈비 삼겹살 한식 음식점업,명동%20미정갈비,https://m.place.naver.com/restaurant/18010360,null,null,null
64066,명동덮밥도시락,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56261932,126.9859456,명동덮밥도시락 분식 라면김밥분식 분식 및 김밥 전문점,명동%20명동덮밥도시락,https://m.place.naver.com/restaurant/34585190,null,null,null
64204,향설주랑,일식/수산물,음식점-일식,일식 음식점업,명동,37.56798401,126.9811186,향설주랑 일식 수산물 음식점-일식 일식 음식점업,명동%20향설주랑,https://m.place.naver.com/restaurant/18001648,null,null,null
64225,그랑블루,양식,기타전문서양음식점,서양식 음식점업,명동,37.56712212,126.9898691,그랑블루 양식 기타전문서양음식점 서양식 음식점업,명동%20그랑블루,https://m.place.naver.com/restaurant/1976054874,null,null,null
64461,태진옥,한식,한식/백반/한정식,한식 음식점업,명동,37.56742105,126.978534,태진옥 한식 한식 백반 한정식 한식 음식점업,명동%20태진옥,https://m.place.naver.com/restaurant/1171330252,null,null,null
64745,카페트리빈,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56715194,126.9870388,카페트리빈 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페트리빈,https://m.place.naver.com/restaurant/1583644157,null,null,null
65066,아티제,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56508772,126.9869422,아티제 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20아티제,https://m.place.naver.com/restaurant/19748343,null,null,null
65074,명동함흥냉면,한식,냉면집,한식 음식점업,명동,37.56188987,126.9838955,명동함흥냉면 한식 냉면집 한식 음식점업,명동%20명동함흥냉면,https://m.place.naver.com/restaurant/11477706,null,null,null
65137,101번지남산돈까스,양식,돈가스전문점,서양식 음식점업,명동,37.55694088,126.9857283,101번지남산돈까스 양식 돈가스전문점 서양식 음식점업,명동%20101번지남산돈까스,https://m.place.naver.com/restaurant/12890044,null,null,null
65712,참복집,일식/수산물,음식점-일식,일식 음식점업,명동,37.56841029,126.9762339,참복집 일식 수산물 음식점-일식 일식 음식점업,명동%20참복집,https://m.place.naver.com/restaurant/37547162,null,null,null
65717,해바라기,한식,한식/백반/한정식,한식 음식점업,명동,37.55678549,126.9854701,해바라기 한식 한식 백반 한정식 한식 음식점업,명동%20해바라기,https://m.place.naver.com/restaurant/1212611307,null,null,null
66313,아티제,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56647828,126.9810033,아티제 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20아티제,https://m.place.naver.com/restaurant/19748343,null,null,null
66594,정통삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56743658,126.989763,정통삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20정통삼계탕,https://m.place.naver.com/restaurant/17909465,null,null,null
66906,녹우,한식,한식/백반/한정식,한식 음식점업,명동,37.55940605,126.9832048,녹우 한식 한식 백반 한정식 한식 음식점업,명동%20녹우,https://m.place.naver.com/restaurant/1042276981,null,null,null
67068,에쎄레젤라또,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56366249,126.9867578,에쎄레젤라또 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20에쎄레젤라또,https://m.place.naver.com/restaurant/36998139,null,null,null
67122,안가,한식,한식/백반/한정식,한식 음식점업,명동,37.56693553,126.9880718,안가 한식 한식 백반 한정식 한식 음식점업,명동%20안가,https://m.place.naver.com/restaurant/1237817685,null,null,null
67169,카페다스티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55943667,126.9857171,카페다스티 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페다스티,https://m.place.naver.com/restaurant/35494869,null,null,null
67182,약천,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56407608,126.9845563,약천 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20약천,https://m.place.naver.com/restaurant/18036539,null,null,null
67245,박대감닭한마리,한식,한식/백반/한정식,한식 음식점업,명동,37.56471871,126.9838457,박대감닭한마리 한식 한식 백반 한정식 한식 음식점업,명동%20박대감닭한마리,https://m.place.naver.com/restaurant/11724502,null,null,null
67259,카페느티,한식,한식/백반/한정식,한식 음식점업,명동,37.56636417,126.9886908,카페느티 한식 한식 백반 한정식 한식 음식점업,명동%20카페느티,https://m.place.naver.com/restaurant/1327998904,null,null,null
67538,포비아명동,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56325441,126.985405,포비아명동 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20포비아명동,https://m.place.naver.com/restaurant/37629951,null,null,null
67640,구할구,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55820417,126.9869902,구할구 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20구할구,https://m.place.naver.com/restaurant/1273878741,null,null,null
67820,앤레커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56694744,126.9842117,앤레커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20앤레커피,https://m.place.naver.com/restaurant/1620513062,null,null,null
67830,더와플,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56777784,126.9822873,더와플 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20더와플,https://m.place.naver.com/restaurant/1951756019,null,null,null
67854,대한트럭,기타음식업,고속도로휴게소,그외 기타 음식점업,명동,37.56627108,126.9778819,대한트럭 기타음식업 고속도로휴게소 그외 기타 음식점업,명동%20대한트럭,https://m.place.naver.com/restaurant/1428064023,null,null,null
67976,CRAZY,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56712802,126.9811189,CRAZY 분식 라면김밥분식 분식 및 김밥 전문점,명동%20CRAZY,https://m.place.naver.com/restaurant/1916401258,null,null,null
68292,302호,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.56661702,126.9887553,302호 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20302호,https://m.place.naver.com/restaurant/1213855227,null,null,null
68299,서울비어프로젝트,양식,정통양식/경양식,서양식 음식점업,명동,37.56721135,126.989766,서울비어프로젝트 양식 정통양식 경양식 서양식 음식점업,명동%20서울비어프로젝트,https://m.place.naver.com/restaurant/1199130094,null,null,null
68324,나비,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.567064,126.9893945,나비 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20나비,https://m.place.naver.com/restaurant/31314038,null,null,null
68533,펜타워,양식,정통양식/경양식,서양식 음식점업,명동,37.5584072,126.9865007,펜타워 양식 정통양식 경양식 서양식 음식점업,명동%20펜타워,https://m.place.naver.com/restaurant/1257457076,null,null,null
68573,노브랜드버거,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.56113945,126.985694,노브랜드버거 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20노브랜드버거,https://m.place.naver.com/restaurant/1356174948,null,null,null
68987,노브랜드버거,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.56739833,126.9790324,노브랜드버거 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20노브랜드버거,https://m.place.naver.com/restaurant/1356174948,null,null,null
69437,다도해물집,일식/수산물,해물찜/탕전문,한식 음식점업,명동,37.56333667,126.9855397,다도해물집 일식 수산물 해물찜 탕전문 한식 음식점업,명동%20다도해물집,https://m.place.naver.com/restaurant/33878633,null,null,null
69494,한일관을지로,한식,한식/백반/한정식,한식 음식점업,명동,37.56694744,126.9842117,한일관을지로 한식 한식 백반 한정식 한식 음식점업,명동%20한일관을지로,https://m.place.naver.com/restaurant/21037772,null,null,null
69667,부스터커피,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.56016762,126.9837491,부스터커피 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20부스터커피,https://m.place.naver.com/restaurant/36683634,null,null,null
70058,플로팅,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.56139358,126.9869583,플로팅 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20플로팅,https://m.place.naver.com/restaurant/1746065215,null,null,null
70277,둘둘치킨명동2호점,닭/오리요리,후라이드/양념치킨,치킨 전문점,명동,37.56468735,126.9843895,둘둘치킨명동2호점 닭 오리요리 후라이드 양념치킨 치킨 전문점,명동%20둘둘치킨명동2호점,https://m.place.naver.com/restaurant/12902230,null,null,null
70478,본우리반상센터원점센터원점,한식,한식/백반/한정식,한식 음식점업,명동,37.56738787,126.9851339,본우리반상센터원점센터원점 한식 한식 백반 한정식 한식 음식점업,명동%20본우리반상센터원점센터원점,https://m.place.naver.com/restaurant/37553772,null,null,null
70811,엔제리너스,한식,한식/백반/한정식,한식 음식점업,명동,37.56809587,126.9794644,엔제리너스 한식 한식 백반 한정식 한식 음식점업,명동%20엔제리너스,https://m.place.naver.com/restaurant/12785727,null,null,null
70848,고시레,한식,한식/백반/한정식,한식 음식점업,명동,37.56201002,126.9884441,고시레 한식 한식 백반 한정식 한식 음식점업,명동%20고시레,https://m.place.naver.com/restaurant/34882604,null,null,null
71160,혜민당,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56647151,126.9885988,혜민당 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20혜민당,https://m.place.naver.com/restaurant/86196000,null,null,null
71168,미커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56067283,126.9869681,미커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20미커피,https://m.place.naver.com/restaurant/1319904262,null,null,null
